37
89.8200	27.52181	1700	-9999	0	3.0	0.37	6.15	0.08	-9999	0	-9999	0	-9999	0	-9999	0	-9999	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-9999	0
89.7538	27.50177	2625	-9999	0	2.4	0.29	-9999	0	8.1	1	-9999	0	-9999	0	-9999	0	-9999	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-9999	0
89.41996	27.46156	2339	-9999	0	4.75	0.5	6.6	0.37	-9999	0	-9999	0	-9999	0	-9999	0	-9999	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-9999	0
89.41937	27.45803	2480	5.13	0.12	4.80	0.34	-9999	0	7.9	1.1	-9999	0	-9999	0	-9999	0	-9999	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-9999	0
89.47229	27.34339	2320	-9999	0	3.82	0.3	6.95	0.27	10.3	0.8	-9999	0	-9999	0	-9999	0	-9999	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-9999	0
89.72231	27.47863	2920	-9999	0	5.9	0.97	-9999	0	-9999	0	-9999	0	-9999	0	-9999	0	-9999	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-9999	0
89.695	27.44078	2640	4.96	0.4	5.03	0.33	-9999	0	-9999	0	-9999	0	-9999	0	-9999	0	-9999	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-9999	0
89.42762	27.38741	2500	-9999	0	4.03	0.66	7.18	1.01	9.3	1	-9999	0	-9999	0	-9999	0	-9999	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-9999	0
89.345150	27.37700	3675	-9999	0	-9999	0	-9999	0	13.5	1.6	-9999	0	-9999	0	-9999	0	-9999	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-9999	0
89.34159	27.37169	3970	-9999	0	3.32	0.6	-9999	0	-9999	0	-9999	0	-9999	0	-9999	0	-9999	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-9999	0
89.55313	27.07518	2230	6.32	0.54	6.89	0.52	-9999	0	-9999	0	-9999	0	-9999	0	-9999	0	-9999	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-9999	0
89.54089	27.15421	2470	6.54	0.42	5.92	0.51	-9999	0	-9999	0	-9999	0	-9999	0	-9999	0	-9999	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-9999	0
89.399720	27.442220	2400	5.14	0.12	6.1	0.4	6.5	0.39	-9999	0	-9999	0	-9999	0	-9999	0	-9999	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-9999	0
89.459331	26.907234	1751	3.73	0.69	5.58	1.05	9.74	1.07	-9999	0	-9999	0	-9999	0	-9999	0	-9999	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-9999	0
89.695204	27.441718	2524	-9999	0	2.6	0.6	-9999	0	-9999	0	-9999	0	-9999	0	-9999	0	-9999	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-9999	0
89.748838	27.490287	3113	5.45	0.8	4.1	0.7	-9999	0	-9999	0	-9999	0	-9999	0	-9999	0	-9999	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-9999	0
89.796000	27.512400	1953	2.89	0.22	3.7	0.7	-9999	0	-9999	0	-9999	0	-9999	0	-9999	0	-9999	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-9999	0
89.609565	28.06222	4248	-9999	0	4.54	0.6	-9999	0	-9999	0	-9999	0	-9999	0	-9999	0	-9999	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-9999	0
89.805783	28.1714	4400	4.60	1.35	5.31	0.41	8.67	0.31	-9999	0	-9999	0	-9999	0	-9999	0	-9999	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-9999	0
89.29044	27.69862	3540	-9999	0	3.88	0.39	-9999	0	-9999	0	-9999	0	-9999	0	-9999	0	-9999	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-9999	0
89.55855	28.03493	5008	-9999	0	3.94	0.46	-9999	0	-9999	0	-9999	0	-9999	0	-9999	0	-9999	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-9999	0
